HP:0012869	espécimen de espermatozoide acéfalo
HP:0002132	quiste porencefálico comunicante con el sistema ventricular
HP:0001658	ckmb positivo
HP:0025081	signo de darier positivo
HP:0003535	positivo para aciduria 3-metilglutacónica
HP:0003131	positivo para cistinuria en el análisis de orina
HP:0040155	positivo para ácido 3-hidroxibutírico urinario elevado
HP:0000743	signos positivos de liberación frontal
HP:0003108	resultado positivo de la prueba de glicinuria
HP:0030181	signo gordon positivo
HP:0002156	prueba de homocistinuria positiva
HP:0012608	prueba de hipermagnesiuria positiva
HP:0030180	signo positivo de oppenheim
HP:0003153	prueba positiva de cistationinuria
HP:0003150	prueba positiva de aciduria glutárica
HP:0034889	prueba positiva de ácido nucleico en orina para agentes infecciosos
HP:0033635	La hipertensión pulmonar poscapilar es una afección hemodinámica caracterizada por la elevación de la presión arterial pulmonar media y de la presión en cuña de la arteria pulmonar y de la resistencia vascular pulmonar .
HP:0025259	rigidez del codo tras la inactividad
HP:0025261	rigidez de los dedos tras la inactividad
HP:0025263	rigidez de la rodilla después de la actividad
HP:0025258	rigidez cervical postinactividad
HP:0025265	rigidez de los dedos del pie después de la actividad
HP:0025260	rigidez de la muñeca después de la actividad
HP:0002025	estenosis anal postinflamatoria
HP:0025416	estenosis vaginal postinflamatoria
HP:0031088	sequedad vaginal posmenopáusica
HP:0011891	hemorragia posparto
HP:0030745	aneurisma del conducto arterioso posquirúrgico
HP:0100676	linfocele vaginal posquirúrgico
HP:0004813	púrpura postransfusional
HP:0040197	encefalomalacia postraumática
HP:0006965	encefalopatía necrotizante aguda postviral
HP:0012390	fisura anal posterior
HP:0000627	anomalía del embriotoxón posterior
HP:0000627	variante posterior del embriotoxón
HP:0002888	ependimoma de la fosa posterior
HP:0011327	plagiocefalia posterior
HP:0011484	formación de sinequias posteriores en el ojo
HP:0011484	sinequias posteriores en cámara anterior
HP:0031173	espolón tibial posterior
HP:0030661	bolas de nieve vítreas posteriores
HP:0030717	calcificaciones postnatales por peritonitis meconial intrauterina
HP:0100602	preeclampsia posparto
HP:0100595	deformidad postural: tipo camptocormia
HP:0012173	taquicardia ortostática postural
HP:0030665	temblor rubral postural exacerbado
HP:0033578	La hipertensión pulmonar precapilar es un estado hemodinámico caracterizado por una presión arterial pulmonar media y una resistencia vascular pulmonar elevadas, acompañadas de una presión de enclavamiento arterial pulmonar normal.
HP:0001177	duplicación preaxial del pulgar
HP:0100776	predisposición al dolor de garganta recurrente
HP:5200110	prefiere estar solo
HP:0030009	insuficiencia cervical relacionada con el embarazo
HP:0040113	síndrome de presbiacusia
HP:0004836	presencia de promielocitos anormales
HP:0032146	presencia de un tipo anormal de hemoglobina caracterizado por la subsitución de un residuo de ácido glutámico en la posición 7 tras el residuo inicial de metionina por una lisina . la presencia de hbc puede determinarse mediante electroforesis de hemoglobina.
HP:0045047	presencia de un tipo anormal de hemoglobina caracterizado por la subsitución de un residuo de ácido glutámico en la posición 7 tras el residuo inicial de metionina por una valina . la mutación favorece la polimerización de la hbs en condiciones de baja concentración de oxígeno. la hbs puede identificarse mediante múltiples metodologías, entre ellas la electroforesis de hemoglobina y la cromatografía líquida de alto rendimiento.
HP:0002135	presencia de calcificaciones en los ganglios basales
HP:0100316	presencia de cuerpos de hirano en las células nerviosas
HP:0033377	presencia de un número elevado de células neuroendocrinas bombesina-inmuno-positivas en las vías respiratorias distales. no existen criterios formales para un aumento, el hallazgo de células neuroendocrinas en al menos el 70% de los bronquiolos mediante biopsia pulmonar y de al menos un 10% de necs en una vía respiratoria individual es consistente con el diagnóstico de hiperplasia de células neuroendocrinas de la infancia en el contexto clínico apropiado. Las neoplasias neuroendocrinas de pulmón incluyen los tumores ne , que se dividen en carcinoides típicos y atípicos, y los carcinomas ne .
HP:0025343	presencia de anticuerpos anticoagulantes lúpicos
HP:0003872	presencia de más de una exostosis originada en uno o varios huesos del húmero. una exostosis es un crecimiento benigno que se proyecta hacia el exterior de la superficie ósea. está cubierta por cartílago y surge de un hueso que se desarrolla a partir del cartílago.
HP:0031655	presencia de válvula aórtica cuadricúspide
HP:0030507	presencia de cristales retinianos
HP:0000896	presencia de exostosis costales
HP:0012317	presencia de sacroileítis
HP:0030035	presencia de cálculos renales de estruvita
HP:0002138	presencia de hemorragia subaracnoidea
HP:0003762	presencia de dos cuerpos uterinos distintos
HP:0002410	gradiente de presión en la estenosis acueductal
HP:0001667	sobrecarga de presión rvh
HP:0012425	úlcera de colon inducida por presión
HP:0100754	discurso bajo presión
HP:0006970	leucomalacia periventricular prematura
HP:0001063	acrocianosis primaria
HP:0001973	trombocitopenia autoinmune primaria
HP:0100312	germinoma cerebral primario
HP:0003003	cáncer de colon primario
HP:0100607	dismenorrea primaria
HP:0012280	amiloidosis hepática primaria
HP:0000832	hipotiroidismo primario
HP:0000832	trastorno de hipotiroidismo primario
HP:0001973	trombocitopenia inmune primaria
HP:0011953	linfoma pulmonar primario
HP:0001950	alcalosis respiratoria primaria
HP:0002355	problema para caminar
HP:0031417	secreción nasal profusa
HP:0009092	hipertrofia progresiva de la cresta alveolar
HP:0002025	estenosis anal progresiva
HP:0002073	síndrome de ataxia progresiva
HP:0007047	atrofia progresiva del núcleo dentado
HP:0006855	atrofia progresiva del vermis cerebeloso
HP:0007117	atrofia progresiva del tracto corticoespinal
HP:0100252	displasia diafisaria progresiva
HP:0008486	estrechamiento interpedicular lumbar progresivo
HP:0002542	degeneración olivopontocerebelosa progresiva
HP:0007132	degeneración palidal progresiva
HP:0000982	queratodermia palmar y plantar progresiva
HP:0100732	fibrosis pancreática progresiva que afecta a la función de los órganos
HP:0002361	degeneración psicomotriz progresiva
HP:0009067	trastorno de atrofia muscular espinal progresiva
HP:0100758	descomposición tisular progresiva que conduce a la gangrena
HP:0011807	atrofia progresiva de las fibras musculares de tipo 1
HP:0000870	prolactinemia
HP:0006040	prolongación del 2º metacarpiano
HP:0003645	ptt activado prolongado
HP:0004466	potenciales evocados auditivos del tronco encefálico prolongados
HP:0000276	longitud facial prolongada
HP:0003085	peroné prolongado
HP:0003436	duración prolongada del mepp
HP:0031589	ideación suicida prolongada
HP:0033501	Membrana basal glomerular prominente que refleja un aumento de grosor difuso y relativamente uniforme con material exógeno depositado entre el aspecto externo de la MBG y la célula epitelial visceral, con grados variables de incorporación a la MBG.
HP:0033284	Membrana basal glomerular prominente que refleja un aumento difuso y relativamente uniforme del grosor sin evidencia de depósitos densos de electrones por em. El engrosamiento se mide desde la membrana plasmática epitelial endotelial hasta la visceral y es atribuible principalmente a un aumento del grosor de la lámina densa, generalmente a un grosor global superior en más de 2 desviaciones estándar al del grosor medio normal de la MBG para individuos sanos emparejados por edad y sexo.
HP:0007274	propensos a meningitis bacteriana recurrente
HP:4000008	la formación de pronúcleos es un proceso crítico durante la fecundación. normalmente, hay dos pronúcleos , incluyendo el pronúcleo paterno y el pronúcleo materno, en el cigoto después de la fecundación. generalmente se acepta que la formación de múltiples pronúcleos se debe a la extrusión anormal del segundo cuerpo polar o a la fecundación anormal con múltiples espermatozoides. por lo tanto, el mpn puede causar infertilidad y fracaso recurrente de la fiv/icsi.
HP:0011083	incisivo maxilar cónico saliente
HP:0003179	protrusio acetabuli
HP:0012627	síndrome de pseudoexfoliación
HP:0000852	pseudohipoparatiroidismo
HP:0000852	trastorno de pseudohipoparatiroidismo
HP:0000802	impotencia psicógena
HP:0004961	anomalía del cabestrillo de la arteria pulmonar
HP:0004961	malformación del cabestrillo de la arteria pulmonar
HP:0034192	La embolia pulmonar está causada por émbolos, que se han originado a partir de trombos venosos, que viajan hasta las arterias del pulmón y las ocluyen.
HP:0100598	edema pulmonar
HP:0034389	la várice de la vena pulmonar es una dilatación localizada de una vena pulmonar. la várice de la vena pulmonar es una enfermedad poco frecuente y puede ser congénita o adquirida. la várice de la vena pulmonar suele producirse en la confluencia de las venas adyacentes a la aurícula izquierda. la várice de la vena pulmonar se clasifica a veces en tres tipos morfológicos: sacular, tortuosa y confluente.
HP:0030950	hipertensión venosa pulmonar secundaria a disfunción de la válvula mitral
HP:0030950	síndrome de hipertensión venosa pulmonar
HP:0001820	leuconiquia punteada
HP:0000635	ojos azul puro
HP:0410017	secreción purulenta del oído
HP:0002021	diagnóstico de la estenosis pilórica en lactantes
HP:0002021	estenosis pilórica en recién nacidos
HP:0002021	síntomas de la estenosis pilórica en la infancia
HP:0002021	tratamiento de la estenosis pilórica en recién nacidos
HP:0002021	cirugía de piloromiotomía
HP:0004839	trastorno por piropoiquilocitosis
HP:0031655	anomalía de la válvula aórtica cuadricúspide
HP:0000897	cambios raquíticos en las costillas
HP:0100676	linfocele vaginal inducido por radiación
HP:0004695	aspecto radiográfico del punteado epifisario del calcáneo
HP:0002110	bronquiectasias radiográficas
HP:0002135	evidencia radiográfica de calcificación de los ganglios basales
HP:0003923	hallazgo radiográfico: metáfisis humeral cuadrada
HP:0006859	firma radiográfica de la leucoencefalopatía posterior reversible
HP:0005723	hallazgo radiológico: silla turca en forma de zapato
HP:0002419	signo radiológico del diente molar
HP:0010796	Glioma del tronco encefálico radiológicamente evidente.
HP:0002280	cisterna magna radiológicamente grande
HP:0000700	halo radiolúcido alrededor de la raíz del diente
HP:0030808	margen de cutícula irregular
HP:0003200	fibras musculares enrojecidas
HP:0003231	tirosina elevada en sangre esta frase se utiliza indistintamente con hipertirosinemia y se encuentra a menudo en resúmenes e informes de pacientes
HP:0005168	presión auricular derecha elevada
HP:0031042	aparición de la lengua de frambuesa
HP:0031974	la relación entre la altura de la copa de la cabeza del nervio óptico y la altura del disco es de 0,6 .
HP:0031975	la relación entre la altura de la copa de la cabeza del nervio óptico y la altura del disco es de 0,7 .
HP:0031976	la relación entre la altura de la copa de la cabeza del nervio óptico y la altura del disco es de 0,8 .
HP:0031977	la relación entre la altura de la copa de la cabeza del nervio óptico y la altura del disco es de 0,9 .
HP:0031978	la relación entre la altura de la copa de la cabeza del nervio óptico y la altura del disco es de 1,0 .
HP:0000743	signos de liberación frontal reemergentes
HP:0002446	astrocitosis reactiva
HP:0001978	hematopoyesis extramedular reactiva
HP:0031485	reacción perióstica reactiva
HP:0012051	hipoglucemia postprandial reactiva
HP:0011471	recibió alimentación por sonda de gastrostomía en la infancia
HP:0005218	fístula anoperineal recurrente
HP:0100739	bulimia nerviosa recurrente con métodos compensatorios inadecuados
HP:0040183	encopresis recurrente
HP:0002036	hernia hiatal recurrente
HP:0040268	infecciones recurrentes del oído medio
HP:0006582	síndrome hepatoencefálico recurrente este término capta sucintamente la afectación de dos órganos principales en episodios similares al síndrome de reye destacando su carácter recurrente
HP:0012726	niveles bajos de potasio recurrentes
HP:0005268	aborto recurrente
