HP:0000002	Desviación de la norma de estatura con respecto a la esperada según las normas de edad y sexo.
HP:0031015	Esclerosis de las venas portales intrahepáticas del hígado y generalmente acompañada de hipertensión portal no cirrótica, cuyas características pueden incluir esplenomegalia y varices.
HP:0031016	Las zonas de bandas escleróticas radiopacas alternadas con las de lucencia normal dan lugar a rayas parecidas a las de una cebra.
HP:0031017	Defectos múltiples en el tabique auricular.
HP:0031018	El siringofibroadenoma ecrino (ESFA) es un tumor anexial benigno que aparece con mayor frecuencia en las extremidades de personas de edad avanzada y se caracteriza por cordones anastomosados de células epiteliales cuboidales rodeados por un estroma fibrovascular que contiene células plasmáticas y estructuras ductales. El ESFA se tiñe positivamente con el antígeno de membrana epitelial (EMA) y el antígeno carcinoembrionario (CEA).
HP:0031019	Los lóbulos nucleares de los neutrófilos de la médula ósea están engrosados y condensados, y los lóbulos individuales están conectados por filamentos de cromatina inusualmente largos.
HP:0031020	Cantidad o porcentaje de células hematopoyéticas superior a lo normal en relación con la grasa de la médula.
HP:0031021	Neoplasia epitelial benigna caracterizada por un patrón de crecimiento papilar y una proliferación de células escamosas neoplásicas sin evidencia morfológica de malignidad [tesauro del NCI].
HP:0031022	Neoplasia exofítica benigna que surge de la orofaringe. Se caracteriza por la presencia de un núcleo de tejido conjuntivo cubierto por epitelio escamoso estratificado [NCI thesaurus].
HP:0031023	Múltiples pápulas dolorosas, en forma de cúpula, translúcidas, de color rosado a piel, en la mucosa oral. Histológicamente, las lesiones pueden mostrar una proliferación dérmica de haces nerviosos bien delimitados asociados a abundante mucina y rodeados por una vaina perineural distintiva.
HP:0031024	Tumor anexial cutáneo benigno de diferenciación ecrina.
HP:0031025	Neoplasia maligna del estómago que crece a nivel submucoso en la pared gástrica. Radiológicamente puede apreciarse necrosis y hemorragia. Histológicamente, pueden verse células fusiformes con actividad mitótica anormal.
HP:0031026	El hueso ilíaco es redondo e hipoplásico, con un techo acetabular muy plano y una proyección medial de hueso muy inusual que se dice que se parece a la cabeza de un caracol. La figura 4 de PMID:3799723 ilustra esta característica.
HP:0031027	Una pequeña hendidura en forma de V en la cara interna de la cabeza femoral. Esta característica está bien ilustrada en la figura 5 de PMID:11694546.
HP:0031028	Muestra de suero con un aspecto muy blanco (similar a la leche, es decir, lactescente). Esta característica es indicativa de un nivel sérico de triglicéridos extremadamente elevado.
HP:0031029	Concentración del antígeno carcinoembrionario (CEA) en la circulación sanguínea por encima del límite superior de la normalidad. El CEA pertenece a la familia de supergenes de las inmunoglobulinas. La familia de genes del CEA humano está agrupada en el cromosoma 19q y comprende 29 genes. El CEA se expresa en gran medida en el tejido embrionario y en algunos tipos de cáncer, y es un marcador tumoral ampliamente utilizado.
HP:0031030	Aumento de la concentración en sangre del antígeno carcinoma 125 (CA-125). El CA-125, también conocido como mucina 16, puede presentar niveles sanguíneos elevados en determinados tipos de cáncer.
HP:0031031	Desviación de la concentración sanguínea normal de la proteína de unión al retinol (RBP). El indicador más utilizado del estado de la vitamina A es la concentración sérica de retinol (el retinol es uno de los varios compuestos conocidos como vitamina A). La concentración sérica de RBP se utiliza como medida sustitutiva del retinol sérico.
HP:0031032	Una concentración sanguínea reducida de proteína fijadora de retinol. Este hallazgo predice la deficiencia de vitamina A con alta sensibilidad y especificidad.
HP:0031033	El riñón contribuye a la homeostasis ácido-base excretando iones H+ y reteniendo bicarbonato. Este proceso se conoce como acidificación de la orina. El pH de la orina oscila normalmente entre 4,5 y 8. La incapacidad de reducir el pH de la orina en una situación en la que sería de esperar se conoce como defecto de acidificación.
HP:0031034	Desviación de la concentración sanguínea normal de la subunidad lábil ácida de la proteína de unión del factor de crecimiento similar a la insulina (IGFALS; Entrez Gene ID 3483). La subunidad lábil al ácido (IGFALS) actúa en el sistema del factor de crecimiento similar a la insulina (IGF) uniéndose al IGF1 circulante en un complejo ternario con la proteína de unión (IGFBP)-3 para impedir que el IGF1 atraviese la barrera endotelial.
HP:0031035	Presencia de una infección prolongada o persistente por un agente patógeno potencialmente relacionada con una anomalía subyacente del sistema inmunitario que no es capaz de eliminar la infección.
HP:0031036	Disminución de la concentración en sangre de la proteína fijadora de la hormona del crecimiento.
HP:0031037	La concentración sanguínea del factor 3 similar a la insulina (ILF3) está por debajo de los límites normales.
HP:0031038	La detención de la maduración (AM) se define como células germinales que no completan la maduración. La AM uniforme se caracteriza por la detención espermatogénica en la misma fase de la espermatogénesis en todos los túbulos seminíferos. La AM se subclasifica en AM temprana, en la que sólo se encuentran espermatogonias o espermatocitos, y AM tardía, en la que se detectan espermátidas sin espermatozoides.
HP:0031039	Tipo de detención de la maduración de la espermatogénesis en la que el bloqueo del desarrollo se produce en la fase de espermatocito. La histología testicular muestra túbulos seminíferos con células de Sertoli, células espermatogonias y espermatocitos, pero sin otras células diferenciadas como espermátidas redondas.
HP:0031040	Incapacidad de la espermatogénesis para superar el estadio de espermátida redonda. La espermátida redonda es la primera célula haploide producida durante la espermatogénesis y normalmente se desarrolla hasta convertirse en espermatozoides maduros. Esta anomalía puede visualizarse con una biopsia testicular y se caracteriza por túbulos seminíferos con un mayor número de espermátidas redondas con pocos o ningún espermatozoide maduro.
HP:0031041	Obstrucción del flujo sanguíneo a través de la vena cava superior (VCS). Dado que el drenaje venoso de las extremidades superiores, el tórax superior y la cabeza está obstruido, la obstrucción de la VCS se presenta con síntomas relacionados con la congestión de estas zonas. Tanto el grado de compromiso de la VCS como la extensión de las venas colaterales determinan la variada presentación clínica, que puede ser tan leve como un ligero edema facial y de las extremidades superiores o tan grave como hinchazón intracraneal, convulsiones, inestabilidad hemodinámica y obstrucción traqueal.
HP:0031042	Lengua inflamada con papilas fungiformes hiperplásicas (agrandadas) que se dice que se parecen a una fresa o una frambuesa.
HP:0031043	Tipo de braquidactilia caracterizada por una braquimofalangia que afecta principalmente a los dedos 2º y 5º.
HP:0031044	Tipo de braquidactilia caracterizada por la ausencia de falanges medias de los dedos 2 a 5.
HP:0031045	Bullas (definidas como ampollas llenas de líquido de más de 5 mm de diámetro con paredes finas) de la piel con una distribución acral (que afectan a regiones periféricas como las manos y los pies).
HP:0031046	Defecto del desarrollo caracterizado por la ausencia de paladar blando.
HP:0031047	Inmunoglobulina anormal o parte de una Ig (cadena ligera) en la circulación. Las paraproteínas suelen ser producidas por una población clonal de células plasmáticas derivadas de células B.
HP:0031048	Cadena ligera de inmunoglobulina anormal en la circulación y producida típicamente por una población clonal de células plasmáticas derivadas de células B.
HP:0031049	Cadena pesada de inmunoglobulina anormal en la circulación y producida típicamente por una población clonal de células plasmáticas derivadas de células B.
HP:0031050	Inmunoglobulina anormal (cadena pesada y ligera) presente en la circulación y producida normalmente por una población clonal de células plasmáticas derivadas de células B.
HP:0031051	Elevación de la densidad ósea en uno o varios huesos tarsianos del pie. La esclerosis se detecta normalmente en una radiografía como una zona de mayor opacidad.
HP:0031052	Aumento de la concentración sanguínea del factor de crecimiento endotelial vascular (VEGF).
HP:0031053	Estrechamiento o constricción de la aorta localizado en la región del arco aórtico transversal.
HP:0031054	La coartación de aorta es un estrechamiento o constricción de un segmento largo del arco de la aorta.
HP:0031055	Una desviación de la norma del origen o el curso de la arteria braquiocefálica derecha, la arteria carótida común izquierda, la arteria subclavia izquierda o las arterias vertebrales proximales, por la que el arco aórtico desciende por la izquierda de forma normal (a diferencia del arco aórtico derecho).
HP:0031056	Dilatación o abombamiento circunferencial localizado (es decir, protuberancias en todos los lados) de una arteria cerebral.
HP:0031057	Hendidura claramente definida y aproximadamente lineal en la piel que suele extenderse hasta la dermis.
HP:0031058	Dificultad para realizar una o más actividades que se realizan normalmente a diario, como comer, bañarse, vestirse, asearse, trabajar, hacer las tareas domésticas y el ocio.
HP:0031059	Este término se aplica a una persona que necesita ayuda para bañarse en más de una parte del cuerpo, entrar o salir de la bañera o la ducha, o que requiere un baño total.
HP:0031060	Esto se aplica a una persona que necesita ayuda para vestirse o que necesita estar completamente vestida.
HP:0031061	Este término se aplica a una persona que necesita ayuda para trasladarse al inodoro, asearse o que utiliza una cuña o un inodoro.
HP:0031062	Se aplica a una persona que necesita ayuda para pasar de la cama a la silla o requiere una transferencia completa.
