HP:0000002	Altura corporal anormal
HP:0004233	['Maduración acelerada del hueso carpiano', 'Maduración acelerada del hueso de la muñeca', 'Edad avanzada del hueso carpiano', 'Osificación avanzada del carpo', 'Huesos carpianos precozmente osificados']
HP:0004237	['Carpos grandes', 'Huesos grandes de la muñeca']
HP:0004240	['Puntos endurecidos en los huesos de la muñeca', 'Puntos rígidos en los huesos de la muñeca']
HP:0004242	['Wide carpal bones', 'Huesos anchos de la muñeca']
HP:0004261	['Hueso hamate ancho', 'Hueso unciforme ancho']
HP:0004273	['Metáfisis ahuecada de los huesos de la mano', 'Porción ancha ahuecada de los huesos de la mano']
HP:0004277	['Rotura de huesos de la mano', 'Fractura de los huesos de la mano']
HP:0004279	['Manos hipoplásicas', 'Manos cortas', 'Palma corta', 'Palmas cortas']
HP:0004283	['Mano estrecha', 'Manos estrechas', 'Palma estrecha']
HP:0004294	['Luxación parcial de nudillos', 'Subluxación de las articulaciones metacarpofalángicas']
HP:0004295	['Anomalía de la mucosa gástrica', 'Anomalía de la capa mucosa del estómago']
HP:0004296	['Anomalía de la vasculatura gastrointestinal', 'Anomalía de los vasos sanguíneos GI', 'Anomalía de la vasculatura GI']
HP:0004298	['Anomalía de los rasgos externos del abdomen', 'Anomalía de la pared abdominal']
HP:0004303	['Morfología anormal de las fibras musculares', 'Morfología anormal de las fibras musculares esqueléticas', 'Morfología anormal de las fibras musculares esqueléticas', 'Anomalía de las fibras musculares', 'Anomalía de las fibras musculares']
HP:0004305	['Movimientos involuntarios', 'Contracciones musculares involuntarias']
HP:0004306	['Anomalía del endocardio', 'Anomalía del endomiocardio']
HP:0004309	['Síndrome de preexcitación', 'Preexcitación', 'Preexcitación ventricular']
HP:0004311	['Anomalía de los histiocitos', 'Anomalía de los macrófagos']
HP:0004313	['Disminución del nivel de anticuerpos en sangre', 'Disminución del nivel de anticuerpos circulantes', 'Disminución del nivel de inmunoglobulina', 'Disminución de la inmunoglobulina sérica', 'Hipogammaglobulinemia', 'Deficiencia de inmunoglobulinas', 'Niveles reducidos de inmunoglobulinas']
HP:0004315	['Disminución del nivel circulante de IgG', 'Disminución de la expresión de gamma-globina', 'Disminución del nivel de IgG', 'Disminución del nivel de IgG en sangre', 'Disminución de la inmunoglobulina G', 'Disminución de IgG en suero', 'IgG deficiency', 'Reducción de los niveles de IgG']
HP:0004319	['Disminución de la aldosterona', 'Disminución de la producción de aldosterona', 'Disminución de la aldosterona sérica', 'Hipoaldosteronismo', 'Nivel bajo de aldosterona en sangre', 'Insuficiencia mineralocorticoide']
HP:0004322	['Disminución de la altura corporal', 'Estatura inferior al percentil 3', 'Baja estatura', 'Baja estatura', 'Estatura inferior al percentil 3']
HP:0004323	['Peso corporal anormal', 'Anomalía del hábito']
HP:0004324	['Aumento del peso corporal', 'Aumento de peso']
HP:0004325	['Disminución del peso corporal', 'Disminución de peso', 'Bajo peso corporal', 'Peso reducido', 'Peso inferior al percentil 3']
HP:0004328	['Morfología anormal del segmento anterior', 'Anomalía del segmento anterior del ojo', 'Anomalía del segmento anterior del globo ocular', 'Anomalía del segmento anterior del globo']
HP:0004329	['Morfología anormal del segmento posterior del globo terráqueo', 'Anomalía del segmento posterior del ojo', 'Anomalía del segmento posterior del globo ocular', 'Anomalía del segmento posterior del globo']
HP:0004330	['Hiperosificación del cráneo', 'Hiperostosis craneal', 'Aumento de la calcificación del cráneo', 'Aumento de la mineralización del cráneo', 'Esclerosis de los huesos del cráneo', 'Esclerosis de cráneo']
HP:0004331	['Disminución de la formación ósea del cráneo', 'Disminución de la calcificación del cráneo', 'Disminución de la mineralización del cráneo', 'Deficiente osificación del cráneo', 'Hipoosificación del cráneo', 'Defecto de osificación del cráneo', 'Cráneo poco mineralizado', 'Cráneo poco osificado', 'Huesos del cráneo poco osificados']
HP:0004332	['Linfocitos anormales', 'Anomalía de las células del linaje linfoide']
HP:0004333	['Células espumosas de la médula ósea', 'Células espumosas vacuoladas de gran tamaño ("células NP") en la biopsia de médula ósea', 'Células espumosas vacuoladas de gran tamaño en la biopsia de médula ósea']
HP:0004334	['Piel atrófica', 'Atrofia cutánea', 'Degeneración cutánea']
HP:0004336	['Plegamiento focal excesivo de las vainas de mielina', 'Pliegues irregulares de mielina']
HP:0004339	['Concentración anormal de aminoácidos azufrados circulantes', 'Anomalía de los aminoácidos azufrados']
HP:0004349	['Disminución de la densidad mineral ósea', 'Disminución de la densidad mineral ósea Puntuación Z', 'Poca solidez y masa de los huesos']
HP:0004359	['Anomalía del metabolismo de los ácidos grasos', 'Ácidos grasos anormales']
HP:0004362	['Anomalía de la morfología de los ganglios entéricos', 'Anomalía de los ganglios entéricos']
HP:0004363	['Concentración anormal de calcio en sangre', 'Niveles anormales de calcio en sangre', 'Concentración anormal de Ca circulante', 'Concentración anormal de Ca2+ circulante']
HP:0004368	['Aumento del nivel de purinas', 'Aumento de los niveles de purinas']
HP:0004369	['Disminución del nivel de purinas', 'Disminución de los niveles de purinas']
HP:0004370	['Anomalía de la regulación de la temperatura', 'Cambios en la temperatura corporal', 'Control deficiente de la temperatura', 'Deterioro de la regulación de la temperatura', 'Incapacidad para controlar la temperatura', 'Incapacidad para regular la temperatura', 'Control deficiente de la temperatura', 'Mala regulación de la temperatura', 'Control deficiente de la temperatura', 'Mala regulación de la temperatura', 'No se puede controlar la temperatura']
HP:0004372	['Alteraciones de la conciencia', 'Conciencia disminuida', 'Conciencia reducida/confusión']
HP:0004375	['Neoplasia del sistema nervioso', 'Cáncer del sistema nervioso', 'Tumor del sistema nervioso', 'Tumor del sistema nervioso']
HP:0004377	['Tumor sanguíneo', 'Tumor sanguíneo', 'Neoplasia hematológica']
HP:0004379	['Actividad anormal de la fosfatasa alcalina', 'Nivel anormal de ALP', 'Fosfatasa alcalina anormal']
HP:0004383	['Hipoplasia del ventrículo izquierdo del corazón', 'Hipoplasia ventricular izquierda', 'Corazón izquierdo subdesarrollado']
HP:0004384	['Tronco arterial persistente tipo I', 'Tronco arterial tipo 1']
HP:0004386	['Inflamación gastrointestinal', 'Inflamación GI']
HP:0004390	['Gastrointestinal hamartoma', 'Pólipos hamartomatosos gastrointestinales', 'Pólipos hamartomatosos']
HP:0004396	['Disminución del apetito', 'Pérdida de apetito', 'Sin apetito', 'Falta de apetito']
HP:0004397	['Posición anormal del ano', 'Malposición del ano']
HP:0004401	['Síndrome de obstrucción intestinal distal', 'Íleo meconial en neonatos', 'Íleo meconial en ecografía']
HP:0004406	['Epistaxis recurrentes', 'Epistaxis recurrente', 'Hemorragia nasal recurrente', 'Hemorragia nasal espontánea y recurrente']
HP:0004408	['Sentido del olfato anormal', 'Anomalía del olfato', 'Anomalía del sentido del olfato', 'Defecto de olor']
HP:0004409	['Disminución de la sensación olfativa', 'Deterioro del sentido del olfato']
HP:0004411	['Tabique nasal torcido', 'Tabique nasal torcido', 'Tabique nasal desviado', 'Desviación del tabique nasal']
HP:0004416	['Aterosclerosis prematura', 'Acumulación prematura de placa en las arterias']
HP:0004419	['Flebitis recurrente', 'Trombosis recurrente']
HP:0004425	['Frente plana', 'Frente aplanada', 'Aplanamiento frontal']
HP:0004426	['Anomalía de la mejilla', 'Anomalía de las mejillas', 'Anomalía de las mejillas', 'Deformidad de las mejillas', 'Malformación de las mejillas']
HP:0004428	['Aspecto facial similar al de un elfo', 'Rasgos faciales similares a los de un elfo', 'Leprechaun facies']
HP:0004434	['C8 deficiency', 'Disminución del complemento sérico C8']
HP:0004437	['Agrandamiento de los huesos del cráneo', 'Crecimiento excesivo de los huesos del cráneo', 'Hiperostosis de los huesos craneales', 'Hiperostosis de la bóveda craneal', 'Hipertrofia de los huesos craneales', 'Aumento de la osificación de los huesos craneales', 'Crecimiento excesivo de los huesos del cráneo', 'Huesos gruesos del cráneo']
HP:0004438	['Agrandamiento de la superficie interna del hueso frontal', 'Crecimiento excesivo de la superficie interna del hueso frontal', 'Hiperostosis de la superficie interna del hueso frontal', 'Hipertrofia de la superficie interna del hueso frontal', 'Aumento de la osificación de la superficie interna del hueso frontal', 'Sobrecrecimiento de la superficie interna del hueso frontal', 'Crecimiento excesivo del interior del hueso frontal', 'Superficie interna gruesa del hueso frontal', 'Superficie interna gruesa del hueso frontal']
HP:0004440	['Craneosinostosis de sutura coronal', 'Sinostosis de la sutura coronal', 'Craneosinostosis de la sutura coronal']
HP:0004442	['Craneosinostosis sagital', 'Craneosinostosis, sutura sagital', 'Cierre prematuro de la articulación media del cráneo', 'La articulación media del cráneo se cierra antes', 'Sinostosis de la sutura sagital']
HP:0004443	['Craneosinostosis con sutura lambdoidea', 'Sinostosis de la sutura lambdoidea']
HP:0004445	['Eliptocito', 'Eliptocitosis hereditaria', 'Ovalocitos', 'Ovalocitosis']
HP:0004446	['estomatocitos eritrocitarios', 'Estomatocitosis de eritrocitos']
HP:0004450	['Surcos cutáneos preauriculares', 'Surco cutáneo preauricular', 'Surco cutáneo preauricular', 'Surco cutáneo delante de la oreja', 'Surco cutáneo delante de la oreja']
HP:0004451	['Acrocordón postauricular', 'Pólipo fibroepitelial postauricular', 'Papiloma detrás de la oreja']
HP:0004452	['Huesecillos malformados', 'Malformación osicular']
HP:0004458	['Conducto auditivo interno bulboso', 'Agrandamiento del conducto auditivo interno']
HP:0004464	['Fosa detrás de la oreja', 'Orejas postauriculares', 'Fístula postauricular', 'Posterior auricular pit', 'Posterior auricular sinus']
HP:0004467	['Fosa auricular', 'Fosa delante de la oreja', 'Orejas preauriculares', 'Fístulas preauriculares', 'Fosas preauriculares', 'Seno preauricular']
HP:0004471	['Ausencia de cutis congénita de vértice', 'Aplasia cutis congénita de vértice']
HP:0004472	['Crecimiento excesivo del hueso mandibular', 'Hiperostosis del maxilar inferior', 'Hiperostosis del hueso mandibular', 'Aumento de la osificación del maxilar inferior', 'Aumento de la osificación de la mandíbula', 'Aumento de la osificación del hueso mandibular', 'Crecimiento excesivo del hueso mandibular', 'Mandíbula inferior gruesa', 'Hueso mandibular grueso']
HP:0004474	['Fontanela anterior abierta en adultos', 'La fontanela frontal permanece abierta', 'Fontanela anterior persistente y abierta']
HP:0004481	['Macrocefalia progresiva', 'Agrandamiento anormal y progresivo del cráneo', 'Agrandamiento anormal y progresivo del cráneo']
HP:0004482	['Cabeza desproporcionadamente grande', 'Macrocefalia relativa', 'Cabeza relativamente grande']
HP:0004484	['Anomalía de la forma craneofacial', 'Malformación de la forma craneofacial', 'Estructuras craneofaciales desiguales']
HP:0004485	['El cráneo dejó de crecer', 'La cabeza dejó de crecer', 'El cráneo dejó de crecer']
HP:0004488	['Cráneo grande presente al nacer', 'Cráneo grande presente desde el nacimiento', 'Cabeza grande presente al nacer', 'Cabezón presente desde el nacimiento', 'Cráneo grande presente al nacer', 'Cráneo grande presente desde el nacimiento', 'Cráneo grande congénito', 'Cabeza grande congénita', 'Cráneo grande congénito', 'Macrocefalia congénita', 'Perímetro cefálico grande para la edad gestacional', 'Cráneo grande presente al nacer', 'Cráneo grande presente desde el nacimiento', 'Cabeza grande presente al nacer', 'Cabeza grande presente desde el nacimiento', 'Cráneo grande presente al nacer', 'Cráneo grande presente desde el nacimiento']
HP:0004490	['Agrandamiento de los huesos calvarios', 'Crecimiento excesivo de los huesos calvarios', 'Hiperostosis de los huesos calvarios', 'Hipertrofia de los huesos calvarios', 'Aumento de la osificación de los huesos calvariales', 'Crecimiento excesivo de los huesos calvarios', 'Crecimiento excesivo de la escutelaria', 'Huesos calvariales gruesos']
HP:0004493	['Agrandamiento de los huesos craneofaciales', 'Crecimiento óseo excesivo del cráneo y la cara', 'Crecimiento excesivo de los huesos craneofaciales', 'Hiperostosis de los huesos craneofaciales', 'Hipertrofia de los huesos craneofaciales', 'Aumento de la osificación de los huesos craneofaciales', 'Crecimiento excesivo de los huesos craneofaciales', 'Huesos craneofaciales gruesos']
HP:0004502	['Obstrucción bilateral de la abertura posterior de la cavidad nasal', 'Obstrucción bilateral de la abertura posterior de la cavidad nasal']
HP:0004510	['Islotes de Langerhans hiperplásicos', 'Islotes pancreáticos hipertróficos', 'Hiperplasia de los islotes de Langerhans', 'Hipertrofia de los islotes de Langerhans', 'Hipertrofia de los islotes pancreáticos']
HP:0004523	['Ceja alargada', 'Aumento de la longitud horizontal de la ceja', 'Aumento de la longitud transversal de la ceja', 'Cejas largas']
HP:0004528	['Hipotricosis generalizada', 'Hipotricosis generalizada', 'Hipotricosis generalizada']
HP:0004535	['Hipertricosis cervical congénita', 'Hypertrichosis, congenital anterior cervical']
HP:0004540	['Hipertricosis congénita generalizada', 'Hipertricosis congénita generalizada', 'Hipertricosis congénita generalizada', 'Hypertrichosis universalis']
HP:0004552	['Cicatricial alopecia', 'Pérdida de cabello en el cuero cabelludo por cicatrización']
HP:0004563	['Hueso vertebral compacto', 'Espina dorsal de hormigón', 'Hueso espinal denso', 'Eburnación del hueso vertebral', 'Aumento de la densidad del hueso vertebral', 'Aumento de la puntuación Z de la densidad ósea de la columna vertebral', 'Espina dorsal de marfil', 'Esclerosis del hueso vertebral']
HP:0004568	['pico anterior', 'Bifurcación anterior de las vértebras', 'Bifurcación anterior de los cuerpos vertebrales', 'Cuerpos vertebrales en pico', 'Protrusión vertebral lingual']
HP:0004573	['Acuñamiento anterior de la 11ª vértebra torácica', '11ª vértebra torácica en forma de cuña']
HP:0004586	['Vértebras bicóncavas de bacalao', 'Vértebras bicóncavas', 'Vértebras de bacalao', 'Vértebras de peces', 'Festoneado de los cuerpos vertebrales']
HP:0004602	['Fusión de las vértebras cervicales c2-3', 'Anomalía de Klippel-Feil', 'Síndrome de Klippel-Feil']
